Date,Open,High,Low,Close,Adj Close,Volume
2020-12-07,2100.469971,2170.030029,2050.129883,2089.209961,2089.209961,1432600
2020-12-14,2120.090088,2143.060059,2055.010010,2099.649902,2099.649902,1724000
2020-12-21,2050.000000,2119.000000,2024.020020,2088.350098,2088.350098,1053100
2020-12-28,2129.449951,2227.969971,2124.459961,2227.270020,2227.270020,999200
2021-01-04,2250.000000,2289.979980,2121.209961,2281.540039,2281.540039,1685800
2021-01-11,2252.429932,2290.040039,2116.000000,2119.229980,2119.229980,1433500
2021-01-18,2135.000000,2179.979980,2065.000000,2066.239990,2066.239990,1431400
2021-01-25,2044.859985,2060.350098,1860.729980,1944.329956,1944.329956,3412200
2021-02-01,1996.189941,2129.989990,1965.000000,2096.419922,2096.419922,1865600
2021-02-08,2117.050049,2188.989990,2051.639893,2150.580078,2150.580078,1251700
2021-02-15,2139.189941,2322.040039,2133.709961,2293.050049,2293.050049,1200600
2021-02-22,2265.669922,2450.260010,2251.709961,2328.510010,2328.510010,2885100
2021-03-01,2372.989990,2382.300049,2163.399902,2307.100098,2307.100098,1953800
2021-03-08,2303.429932,2447.469971,2298.360107,2401.040039,2401.040039,2406400
2021-03-15,2412.760010,2469.580078,2265.810059,2287.739990,2287.739990,2359500
2021-03-22,2340.000000,2340.000000,2173.000000,2323.530029,2323.530029,2272500
2021-03-29,2311.000000,2389.729980,2307.409912,2382.459961,2382.459961,1370800
2021-04-05,2410.000000,2454.719971,2386.860107,2450.060059,2450.060059,1450700
2021-04-12,2436.000000,2489.409912,2367.149902,2476.899902,2476.899902,3703500
2021-04-19,2480.429932,2488.320068,2317.290039,2395.429932,2395.429932,1626700
2021-04-26,2424.889893,2516.000000,2407.000000,2466.080078,2466.080078,1414400
2021-05-03,2484.070068,2486.989990,2255.149902,2327.080078,2327.080078,1725000
2021-05-10,2331.639893,2333.000000,2162.149902,2282.479980,2282.479980,1858800
2021-05-17,2261.540039,2336.300049,2161.780029,2293.379883,2293.379883,1647800
2021-05-24,2301.719971,2373.879883,2300.199951,2361.550049,2361.550049,1825800
2021-05-31,2380.000000,2380.290039,2262.000000,2315.689941,2315.689941,1065700
2021-06-07,2319.830078,2341.120117,2282.870117,2304.370117,2304.370117,1260200
2021-06-14,2311.870117,2333.000000,2230.520020,2242.610107,2242.610107,1300900
2021-06-21,2253.889893,2299.379883,2231.229980,2281.659912,2281.659912,1129100
2021-06-28,2249.750000,2260.000000,2165.899902,2238.889893,2238.889893,2033100
2021-07-05,2233.760010,2243.169922,2126.280029,2194.989990,2194.989990,1171200
2021-07-12,2182.060059,2228.739990,2139.699951,2144.719971,2144.719971,1368200
2021-07-19,2101.709961,2214.179932,2053.570068,2202.570068,2202.570068,1505000
2021-07-26,2203.879883,2264.639893,2170.030029,2178.260010,2178.260010,1424800
2021-08-02,2191.679932,2235.969971,2079.169922,2182.979980,2182.979980,1810300
2021-08-09,2182.969971,2209.919922,2130.399902,2203.419922,2203.419922,1210800
2021-08-16,2193.169922,2198.040039,2058.429932,2074.739990,2074.739990,1694300
2021-08-23,2072.060059,2319.629883,2070.149902,2305.469971,2305.469971,1825900
2021-08-30,2300.000000,2330.000000,2270.419922,2304.449951,2304.449951,1386300
2021-09-06,2307.909912,2356.000000,2296.350098,2304.800049,2304.800049,969500
2021-09-13,2314.500000,2387.770020,2275.169922,2325.370117,2325.370117,1265500
2021-09-20,2310.000000,2502.489990,2285.899902,2491.350098,2491.350098,1658300
2021-09-27,2494.159912,2540.000000,2355.000000,2455.870117,2455.870117,1543100
2021-10-04,2455.870117,2497.189941,2384.000000,2474.370117,2474.370117,1085700
2021-10-11,2480.489990,2540.000000,2436.270020,2538.340088,2538.340088,1060800
2021-10-18,2520.350098,2538.000000,2368.739990,2394.590088,2394.590088,1265700
2021-10-25,2397.840088,2465.000000,2371.810059,2420.780029,2420.780029,879500
2021-11-01,2420.129883,2631.679932,2405.000000,2618.969971,2618.969971,2212400
2021-11-08,2659.000000,2687.290039,2442.419922,2451.649902,2451.649902,1929700
2021-11-15,2455.000000,2464.000000,2278.000000,2339.989990,2339.989990,2052000
2021-11-22,2330.810059,2366.030029,2099.120117,2155.560059,2155.560059,1647000
2021-11-29,2206.419922,2227.879883,2057.320068,2114.439941,2114.439941,2621100
2021-12-06,2163.000000,2324.510010,2152.379883,2236.360107,2236.360107,1902200
2021-12-13,2202.030029,2231.199951,2086.510010,2210.459961,2210.459961,2233300
2021-12-20,2151.000000,2422.409912,2107.540039,2402.250000,2402.250000,1405400
2021-12-27,2389.669922,2428.709961,2365.050049,2399.229980,2399.229980,792200
2022-01-03,2423.000000,2518.250000,2396.610107,2434.580078,2434.580078,1502600
2022-01-10,2433.739990,2495.000000,2362.409912,2450.949951,2450.949951,1422900
2022-01-17,2424.139893,2482.530029,2339.310059,2345.860107,2345.860107,1763300
2022-01-24,2317.320068,2438.939941,2218.669922,2412.939941,2412.939941,2110900
2022-01-31,2405.780029,2487.439941,2373.129883,2442.929932,2442.929932,1888100
2022-02-07,2467.399902,2687.000000,2454.159912,2530.010010,2530.010010,2642200
2022-02-14,2521.570068,2715.659912,2514.139893,2703.260010,2703.260010,1414700
2022-02-16,2633.800049,2715.659912,2633.800049,2703.260010,2703.260010,507597
